% Indian_Name_Religion
% Akshay Gulati akshaygulati66[at]yahoo.co.in
% 11/08/15
% Python Generated ARFF file
%  
% Belief Model Type: Depth = 3
%
%

@RELATION Religion

@ATTRIBUTE Hinduism  NUMERIC
@ATTRIBUTE Islam  NUMERIC
@ATTRIBUTE Christianity  NUMERIC
@ATTRIBUTE class        {Hinduism,Islam,Christianity}

@DATA
9.0,2.0,0.0,Hinduism
11.0,5.0,0.5,Hinduism
0.0,0.0,0.0,Hinduism
3.5,0.0,0.0,Hinduism
2.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
4.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
7.5,14.0,4.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
11.5,0.5,0.0,Hinduism
7.5,0.5,1.5,Hinduism
1.0,0.0,0.0,Hinduism
4.0,1.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
5.5,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
7.5,0.0,0.5,Hinduism
1.5,3.5,2.0,Hinduism
21.0,35.0,6.0,Hinduism
21.0,28.0,4.0,Hinduism
0.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
6.0,8.0,0.5,Hinduism
6.0,8.0,0.5,Hinduism
7.5,4.5,0.5,Hinduism
0.5,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
1.0,1.0,0.0,Hinduism
2.0,0.0,0.0,Hinduism
2.0,0.0,0.0,Hinduism
2.0,0.0,0.0,Hinduism
5.5,0.5,0.0,Hinduism
1.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
1.0,1.0,0.0,Hinduism
3.0,1.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
6.5,0.5,0.0,Hinduism
15.0,5.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
1.5,0.5,0.0,Hinduism
1.5,0.0,0.0,Hinduism
13.5,41.5,2.0,Hinduism
16.5,11.0,0.0,Hinduism
0.0,0.0,0.5,Hinduism
0.0,0.0,0.5,Hinduism
0.0,0.0,0.0,Hinduism
4.5,11.0,1.5,Hinduism
1.0,0.0,0.0,Hinduism
3.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
6.0,7.0,1.0,Hinduism
8.5,0.0,0.0,Hinduism
3.5,7.0,0.5,Hinduism
7.0,0.0,0.0,Hinduism
34.5,43.0,9.0,Hinduism
0.5,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
16.0,21.0,2.5,Hinduism
0.5,0.0,0.0,Hinduism
6.5,0.0,0.0,Hinduism
2.0,2.5,0.5,Hinduism
22.0,11.5,0.0,Hinduism
0.5,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
3.5,1.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
3.0,1.5,0.0,Hinduism
6.0,2.5,0.0,Hinduism
1.0,2.5,0.0,Hinduism
0.0,0.0,0.0,Hinduism
4.5,7.0,0.5,Hinduism
0.0,0.0,0.0,Hinduism
0.5,1.5,0.0,Hinduism
2.5,1.0,1.0,Hinduism
20.0,16.5,5.5,Hinduism
3.0,0.5,0.0,Hinduism
7.5,3.5,0.0,Hinduism
6.5,1.0,1.0,Hinduism
8.5,4.5,1.5,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
1.0,1.0,0.5,Hinduism
0.0,0.5,0.0,Hinduism
2.5,1.0,0.5,Hinduism
1.5,0.0,1.5,Hinduism
0.5,0.0,0.0,Hinduism
2.0,0.0,0.0,Hinduism
1.5,5.0,0.0,Hinduism
5.5,4.5,0.5,Hinduism
5.0,7.5,2.0,Hinduism
6.0,9.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
2.0,0.5,0.0,Hinduism
2.5,0.0,0.0,Hinduism
4.0,0.5,0.5,Hinduism
3.0,6.5,0.0,Hinduism
1.0,1.5,0.0,Hinduism
3.0,2.5,0.0,Hinduism
3.0,2.5,0.0,Hinduism
6.5,6.5,1.0,Hinduism
0.0,0.0,0.0,Hinduism
12.5,0.5,0.5,Hinduism
1.0,0.0,1.0,Hinduism
0.5,0.0,0.0,Hinduism
15.5,2.0,0.0,Hinduism
5.5,17.0,1.5,Hinduism
3.5,1.0,1.0,Hinduism
4.0,0.5,0.5,Hinduism
1.5,0.0,0.0,Hinduism
15.5,0.5,0.0,Hinduism
4.5,1.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
2.5,0.0,0.0,Hinduism
4.0,0.0,0.5,Hinduism
8.5,0.5,1.0,Hinduism
12.0,15.5,1.5,Hinduism
1.5,0.0,0.0,Hinduism
9.0,7.0,0.5,Hinduism
11.0,2.5,0.5,Hinduism
0.0,0.0,0.0,Hinduism
6.5,2.5,0.0,Hinduism
3.0,8.0,0.5,Hinduism
9.0,4.0,2.5,Hinduism
1.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
2.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
4.5,0.0,0.0,Hinduism
5.0,3.0,0.0,Hinduism
2.0,0.0,0.0,Hinduism
2.5,0.0,0.0,Hinduism
4.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
5.5,8.0,1.0,Hinduism
8.5,0.0,0.0,Hinduism
5.5,4.5,0.0,Hinduism
0.0,0.0,0.0,Hinduism
4.5,0.5,0.0,Hinduism
0.0,0.0,0.0,Hinduism
11.0,24.5,1.5,Hinduism
3.5,1.5,0.0,Hinduism
0.0,0.0,0.0,Hinduism
2.5,1.0,0.5,Hinduism
0.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
2.0,0.0,0.0,Hinduism
5.0,0.5,0.0,Hinduism
1.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
2.0,0.5,0.0,Hinduism
3.5,0.5,0.0,Hinduism
3.0,0.0,0.0,Hinduism
2.0,17.0,3.5,Hinduism
1.0,0.5,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
2.0,27.5,0.0,Hinduism
5.0,4.0,0.0,Hinduism
2.0,0.5,0.0,Hinduism
8.0,0.0,0.0,Hinduism
16.5,2.5,0.0,Hinduism
0.0,0.0,0.0,Hinduism
4.5,2.0,0.0,Hinduism
2.0,1.5,0.0,Hinduism
5.0,5.0,0.5,Hinduism
16.5,31.0,2.5,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
32.0,41.5,4.5,Hinduism
3.5,0.5,0.0,Hinduism
17.5,10.5,0.0,Hinduism
15.5,30.5,4.5,Hinduism
12.5,22.0,3.0,Hinduism
14.0,19.0,3.0,Hinduism
7.5,1.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
12.0,6.5,0.5,Hinduism
0.0,0.0,0.0,Hinduism
13.0,12.5,1.0,Hinduism
7.5,4.5,0.0,Hinduism
5.0,1.5,0.0,Hinduism
2.5,0.5,0.0,Hinduism
9.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
25.0,3.0,0.0,Hinduism
0.0,0.5,0.0,Hinduism
0.0,0.0,0.0,Hinduism
5.5,6.5,0.0,Hinduism
0.0,0.0,0.0,Hinduism
7.0,8.5,2.0,Hinduism
0.0,0.5,0.0,Hinduism
9.0,4.5,0.5,Hinduism
5.0,2.0,1.0,Hinduism
3.0,1.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
6.5,2.5,0.5,Hinduism
1.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
3.5,25.0,0.5,Hinduism
3.0,1.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
3.0,1.5,0.0,Hinduism
2.0,0.0,0.0,Hinduism
2.5,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
8.5,21.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
25.5,34.5,2.0,Hinduism
10.0,9.0,2.5,Hinduism
2.0,0.5,0.0,Hinduism
4.5,3.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
11.0,15.0,0.5,Hinduism
10.0,1.5,0.5,Hinduism
8.0,10.0,0.0,Hinduism
4.5,1.5,0.0,Hinduism
1.5,0.0,0.0,Hinduism
4.0,0.0,0.0,Hinduism
17.0,17.0,0.5,Hinduism
13.5,21.5,1.0,Hinduism
0.0,0.0,0.0,Hinduism
5.0,1.5,0.0,Hinduism
1.5,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
8.0,11.0,1.0,Hinduism
10.0,11.5,1.0,Hinduism
15.0,1.0,0.5,Hinduism
13.5,15.5,0.5,Hinduism
18.5,3.0,0.0,Hinduism
9.5,2.5,0.5,Hinduism
10.5,3.5,0.0,Hinduism
9.5,14.5,1.5,Hinduism
9.5,14.5,1.5,Hinduism
4.0,0.0,0.0,Hinduism
14.5,17.0,1.5,Hinduism
15.0,16.0,1.0,Hinduism
2.0,0.0,0.0,Hinduism
3.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
12.5,13.5,1.0,Hinduism
2.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
2.5,0.5,0.0,Hinduism
2.5,0.0,0.5,Hinduism
0.0,0.0,0.0,Hinduism
10.5,2.5,0.5,Hinduism
9.0,3.0,0.5,Hinduism
8.5,1.5,0.5,Hinduism
4.0,1.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
6.0,0.5,1.0,Hinduism
2.0,0.0,0.0,Hinduism
1.0,1.0,0.0,Hinduism
4.5,1.5,0.0,Hinduism
16.5,12.5,2.0,Hinduism
12.5,12.5,0.0,Hinduism
1.5,0.0,0.0,Hinduism
1.5,0.5,0.0,Hinduism
7.0,3.5,0.0,Hinduism
3.5,0.5,0.0,Hinduism
13.5,14.0,0.0,Hinduism
15.0,12.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
4.5,0.0,0.0,Hinduism
12.0,2.5,0.0,Hinduism
1.5,0.0,0.0,Hinduism
13.5,3.5,0.0,Hinduism
8.5,1.5,0.0,Hinduism
0.0,0.0,0.0,Hinduism
4.5,1.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
6.5,0.0,0.0,Hinduism
18.0,1.0,0.0,Hinduism
10.0,2.5,1.0,Hinduism
12.5,1.0,0.5,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
9.5,7.5,1.5,Hinduism
0.0,0.0,0.0,Hinduism
2.0,0.0,0.0,Hinduism
2.5,3.5,1.5,Hinduism
1.0,0.0,0.0,Hinduism
4.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
6.5,3.5,0.0,Hinduism
0.0,0.0,0.5,Hinduism
1.5,3.0,1.5,Hinduism
1.0,0.0,0.0,Hinduism
7.5,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
1.5,4.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
2.0,1.0,0.5,Hinduism
1.0,0.0,0.0,Hinduism
8.5,10.0,1.0,Hinduism
0.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
4.5,0.0,0.0,Hinduism
2.0,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
5.5,0.5,0.0,Hinduism
0.5,0.0,0.0,Hinduism
3.0,2.0,0.0,Hinduism
16.0,13.0,2.5,Hinduism
2.0,0.5,0.0,Hinduism
22.5,5.5,1.0,Hinduism
5.0,0.0,0.0,Hinduism
4.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
5.0,2.0,0.5,Hinduism
3.5,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
3.0,0.0,0.0,Hinduism
20.0,8.0,3.5,Hinduism
21.5,17.5,5.5,Hinduism
0.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
2.5,0.0,0.0,Hinduism
42.5,22.5,6.0,Hinduism
2.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
19.5,10.0,3.5,Hinduism
0.5,0.0,0.0,Hinduism
2.5,9.0,0.5,Hinduism
5.0,2.5,0.0,Hinduism
0.5,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
3.0,1.5,0.0,Hinduism
6.5,1.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
3.0,0.5,0.0,Hinduism
9.0,0.0,0.0,Hinduism
8.0,4.5,3.0,Hinduism
4.5,2.0,1.5,Hinduism
0.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
7.0,1.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
9.0,0.5,0.0,Hinduism
2.5,0.0,0.0,Hinduism
4.5,4.5,1.5,Hinduism
28.0,10.5,3.5,Hinduism
3.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
5.0,2.5,0.0,Hinduism
2.0,0.5,0.0,Hinduism
0.5,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
2.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
3.5,0.0,0.0,Hinduism
8.0,4.5,1.0,Hinduism
0.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
12.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
5.0,0.0,0.0,Hinduism
6.5,0.0,0.0,Hinduism
5.5,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
7.0,0.0,0.0,Hinduism
6.0,3.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
3.5,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
4.0,0.0,0.0,Hinduism
4.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
3.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
3.0,0.5,0.0,Hinduism
0.5,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
2.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
7.5,0.0,0.0,Hinduism
7.5,0.0,0.0,Hinduism
11.0,0.0,0.0,Hinduism
3.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
4.5,0.0,0.0,Hinduism
7.0,0.0,0.0,Hinduism
3.0,0.0,0.0,Hinduism
4.5,0.0,0.0,Hinduism
2.0,0.0,0.0,Hinduism
3.5,0.0,0.0,Hinduism
18.5,2.0,0.0,Hinduism
5.5,0.0,0.0,Hinduism
10.0,0.0,0.0,Hinduism
13.5,0.5,0.0,Hinduism
3.5,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
4.0,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
22.5,12.5,5.5,Hinduism
21.5,5.0,4.0,Hinduism
13.5,0.0,0.0,Hinduism
16.5,0.5,0.0,Hinduism
14.0,0.0,0.0,Hinduism
14.5,0.0,0.0,Hinduism
10.5,0.0,0.0,Hinduism
3.5,0.0,0.0,Hinduism
12.0,0.0,0.0,Hinduism
12.0,0.0,0.0,Hinduism
7.0,0.0,0.0,Hinduism
14.5,0.5,1.0,Hinduism
0.0,0.0,0.0,Hinduism
2.5,0.0,0.0,Hinduism
4.0,0.0,0.0,Hinduism
7.5,0.0,0.0,Hinduism
7.5,0.0,0.0,Hinduism
2.0,0.0,0.0,Hinduism
2.5,0.0,0.0,Hinduism
3.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
3.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
2.0,0.0,0.0,Hinduism
9.0,0.0,0.0,Hinduism
4.5,0.0,0.0,Hinduism
5.0,0.0,0.0,Hinduism
7.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
8.0,0.5,0.0,Hinduism
2.0,0.0,0.0,Hinduism
7.0,0.0,0.0,Hinduism
6.0,0.0,0.0,Hinduism
6.5,0.0,0.0,Hinduism
2.0,0.0,0.0,Hinduism
3.5,0.0,0.0,Hinduism
15.5,0.0,0.5,Hinduism
10.0,0.0,0.0,Hinduism
5.5,1.0,0.0,Hinduism
4.0,0.0,0.0,Hinduism
10.5,0.0,0.0,Hinduism
11.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
9.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
3.0,4.5,2.0,Hinduism
5.5,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
16.5,9.5,2.0,Hinduism
3.5,0.0,0.0,Hinduism
2.5,0.0,0.0,Hinduism
6.0,0.0,0.0,Hinduism
9.5,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
3.0,0.0,0.0,Hinduism
2.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
2.5,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
5.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
10.5,2.0,0.5,Hinduism
1.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
3.5,2.0,0.0,Hinduism
7.0,2.5,1.5,Hinduism
1.5,1.0,0.0,Hinduism
6.0,0.0,0.0,Hinduism
16.0,6.5,0.5,Hinduism
0.5,0.0,0.0,Hinduism
2.5,0.0,0.0,Hinduism
12.0,2.5,0.0,Hinduism
0.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
6.5,3.5,0.5,Hinduism
1.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
8.5,5.0,1.0,Hinduism
3.5,0.0,0.0,Hinduism
2.0,0.0,0.0,Hinduism
4.0,0.0,0.0,Hinduism
4.0,0.0,0.0,Hinduism
4.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
3.0,0.5,0.0,Hinduism
2.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
15.5,16.0,0.5,Hinduism
12.0,6.0,1.0,Hinduism
0.5,0.0,0.0,Hinduism
7.0,1.0,0.0,Hinduism
2.0,0.5,0.5,Hinduism
2.5,1.0,0.0,Hinduism
1.5,4.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.5,0.5,0.0,Hinduism
0.5,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
17.5,17.5,2.5,Hinduism
34.0,54.0,4.0,Hinduism
8.5,9.5,1.0,Hinduism
0.5,0.5,0.0,Hinduism
17.5,20.0,3.0,Hinduism
36.0,48.0,5.5,Hinduism
24.5,17.0,0.0,Hinduism
31.5,27.0,2.0,Hinduism
0.5,0.0,0.0,Hinduism
16.5,5.5,0.0,Hinduism
0.0,0.0,0.0,Hinduism
16.0,15.0,0.5,Hinduism
13.0,17.0,1.0,Hinduism
2.5,0.0,0.0,Hinduism
3.0,10.0,0.0,Hinduism
7.0,0.0,0.0,Hinduism
19.5,2.5,0.0,Hinduism
22.5,20.0,3.5,Hinduism
13.0,17.0,1.0,Hinduism
1.0,0.0,0.0,Hinduism
4.0,1.5,0.0,Hinduism
22.5,12.5,1.0,Hinduism
21.5,3.0,0.0,Hinduism
8.5,5.5,0.0,Hinduism
5.5,2.5,0.0,Hinduism
0.0,0.0,0.0,Hinduism
15.0,29.0,6.5,Hinduism
1.5,0.0,0.0,Hinduism
0.5,0.5,0.0,Hinduism
1.5,0.5,0.0,Hinduism
1.0,0.0,0.0,Hinduism
38.0,44.0,5.0,Hinduism
2.0,0.0,0.0,Hinduism
2.5,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
1.0,2.5,0.0,Hinduism
23.0,5.5,0.5,Hinduism
22.5,25.0,4.5,Hinduism
52.5,60.5,16.0,Hinduism
0.5,0.0,0.0,Hinduism
2.0,0.0,0.0,Hinduism
26.5,17.0,3.0,Hinduism
0.5,0.0,0.0,Hinduism
1.0,1.0,0.0,Hinduism
27.0,3.5,0.0,Hinduism
0.5,0.0,0.0,Hinduism
14.5,10.5,1.0,Hinduism
9.5,3.0,0.0,Hinduism
3.5,0.0,0.0,Hinduism
12.0,2.0,1.5,Hinduism
7.5,1.0,0.5,Hinduism
0.5,0.0,0.0,Hinduism
6.5,3.0,0.5,Hinduism
0.0,0.0,0.0,Hinduism
16.0,3.0,0.0,Hinduism
7.5,6.0,0.0,Hinduism
9.5,27.5,1.0,Hinduism
0.0,0.0,0.0,Hinduism
4.5,2.5,0.0,Hinduism
8.5,6.0,0.5,Hinduism
27.0,25.0,4.0,Hinduism
7.5,3.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
18.5,4.5,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
10.0,0.5,0.0,Hinduism
12.0,5.5,1.5,Hinduism
11.5,3.0,0.5,Hinduism
3.5,1.5,0.0,Hinduism
15.5,6.5,2.0,Hinduism
27.0,34.0,6.5,Hinduism
0.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
4.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
15.0,5.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
17.0,21.0,5.0,Hinduism
0.0,0.0,0.0,Hinduism
10.5,23.5,5.0,Hinduism
10.5,0.5,0.0,Hinduism
7.0,3.0,2.5,Hinduism
2.0,0.0,0.0,Hinduism
4.0,1.0,0.0,Hinduism
0.5,0.5,0.0,Hinduism
8.0,3.0,0.5,Hinduism
0.5,0.0,0.0,Hinduism
4.5,1.0,0.0,Hinduism
8.0,1.5,0.0,Hinduism
0.0,0.0,0.0,Hinduism
8.0,8.0,0.0,Hinduism
18.5,7.5,0.0,Hinduism
11.0,2.5,0.0,Hinduism
0.0,0.0,0.0,Hinduism
19.5,0.5,0.0,Hinduism
6.5,0.0,0.0,Hinduism
4.5,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
20.0,6.5,2.0,Hinduism
10.0,0.5,0.5,Hinduism
0.0,0.0,0.0,Hinduism
9.5,0.0,0.5,Hinduism
0.0,0.0,0.0,Hinduism
3.5,0.0,0.0,Hinduism
11.0,11.5,4.0,Hinduism
1.5,3.0,0.0,Hinduism
7.0,4.0,0.0,Hinduism
9.0,7.5,0.0,Hinduism
16.0,20.0,1.5,Hinduism
0.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
13.5,4.5,1.0,Hinduism
1.0,0.0,0.0,Hinduism
2.5,1.0,0.0,Hinduism
3.0,4.5,0.5,Hinduism
10.0,3.5,3.0,Hinduism
7.0,3.5,3.0,Hinduism
4.0,0.0,0.5,Hinduism
0.0,0.0,0.0,Hinduism
10.0,7.5,0.0,Hinduism
7.0,1.5,0.0,Hinduism
6.0,6.5,0.5,Hinduism
0.0,0.0,0.0,Hinduism
19.0,21.0,1.0,Hinduism
5.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
6.5,1.5,0.0,Hinduism
4.0,0.5,0.0,Hinduism
2.0,0.0,0.0,Hinduism
8.5,0.0,0.0,Hinduism
8.5,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
5.5,3.5,0.5,Hinduism
1.0,0.5,0.0,Hinduism
5.5,1.0,0.0,Hinduism
1.0,2.5,0.0,Hinduism
1.5,3.0,0.0,Hinduism
7.0,4.5,0.0,Hinduism
0.5,0.5,0.0,Hinduism
1.0,0.0,0.0,Hinduism
12.0,0.0,0.5,Hinduism
4.5,0.5,0.5,Hinduism
1.0,0.0,0.0,Hinduism
1.5,0.5,0.0,Hinduism
0.5,0.0,0.0,Hinduism
2.0,0.5,0.0,Hinduism
6.0,1.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
27.5,31.5,3.0,Hinduism
3.0,0.0,0.0,Hinduism
6.0,0.5,0.5,Hinduism
18.5,10.5,0.5,Hinduism
0.5,0.0,0.0,Hinduism
10.0,0.0,1.0,Hinduism
1.5,0.0,0.0,Hinduism
6.5,4.5,1.0,Hinduism
16.5,3.5,0.0,Hinduism
7.0,0.0,0.0,Hinduism
9.0,2.0,0.0,Hinduism
4.5,0.0,0.0,Hinduism
21.5,3.5,0.0,Hinduism
11.5,2.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
5.5,1.0,0.0,Hinduism
3.0,0.0,0.0,Hinduism
25.5,42.0,3.0,Hinduism
0.0,0.0,0.0,Hinduism
4.5,1.0,0.0,Hinduism
2.5,1.5,0.0,Hinduism
4.5,1.5,0.0,Hinduism
10.0,10.5,0.0,Hinduism
14.0,8.5,0.0,Hinduism
5.5,0.5,0.0,Hinduism
2.0,0.0,0.0,Hinduism
6.5,18.0,0.0,Hinduism
8.5,9.0,1.0,Hinduism
24.0,28.5,2.0,Hinduism
4.0,10.0,0.0,Hinduism
44.5,28.5,3.5,Hinduism
25.5,32.0,2.5,Hinduism
0.0,0.0,0.0,Hinduism
15.0,24.5,1.0,Hinduism
13.0,4.5,1.5,Hinduism
15.5,4.0,0.5,Hinduism
1.5,0.0,0.0,Hinduism
6.5,0.0,0.0,Hinduism
29.5,31.0,2.0,Hinduism
10.5,7.5,0.0,Hinduism
15.5,7.0,0.5,Hinduism
34.5,55.0,3.0,Hinduism
19.0,23.0,2.5,Hinduism
4.5,3.5,0.0,Hinduism
32.5,30.5,2.0,Hinduism
9.5,4.0,0.0,Hinduism
3.0,0.0,0.0,Hinduism
